Reading,Spelling,Comprehension,Mathematics,Remarks
45,47,25,32,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
45,55,51,35,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
87,83,62,87,['Child is very Inteligent']
41,25,45,53,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
36,30,37,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
54,50,38,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
35,65,35,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
97,83,21,88,"['Practice, the more  you read the better reader you become, do feed your mind']"
82,74,47,79,"['Practice, the more  you read the better reader you become, do feed your mind']"
76,68,51,73,['Child is very Inteligent']
50,35,57,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
68,73,29,72,"['Practice, the more  you read the better reader you become, do feed your mind']"
52,45,17,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
77,68,25,64,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,64,22,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
61,50,21,67,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
59,67,17,52,"['Practice, the more  you read the better reader you become, do feed your mind']"
63,53,18,61,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,54,25,55,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,50,50,38,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
32,57,54,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
25,37,52,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
40,35,59,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
93,84,58,91,['Child is very Inteligent']
81,91,70,81,['Child is very Inteligent']
50,39,30,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,45,21,59,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
65,50,16,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
65,50,20,52,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
45,55,25,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
39,86,45,80,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
56,50,18,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,60,27,37,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
52,55,41,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
53,37,22,51,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
41,79,22,74,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
44,58,17,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
23,60,18,70,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
47,55,6,62,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
34,69,20,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
78,65,65,52,['Child is very Inteligent']
55,50,68,70,['Child is inteligent but needs help from guidane also']
52,54,78,52,['Child is very Inteligent']
80,55,75,51,['Child is very Inteligent']
82,93,67,79,['Child is very Inteligent']
51,65,60,50,['Child is inteligent but needs help from guidane also']
55,54,65,60,['Child is very Inteligent']
54,50,80,66,['Child is inteligent but needs help from guidane also']
93,93,78,94,['Child is very Inteligent']
54,50,66,50,['Child is inteligent but needs help from guidane also']
55,57,28,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
90,87,21,91,"['Practice, the more  you read the better reader you become, do feed your mind']"
55,45,43,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
54,50,43,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
36,45,57,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
73,88,37,81,"['Practice, the more  you read the better reader you become, do feed your mind']"
64,84,49,72,"['Practice, the more  you read the better reader you become, do feed your mind']"
52,35,51,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,51,27,51,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
54,38,52,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
36,42,15,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
29,45,20,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,35,38,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
72,88,72,92,['Child is very Inteligent']
86,86,44,98,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,36,38,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
86,68,46,94,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,50,45,57,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
82,74,48,92,"['Practice, the more  you read the better reader you become, do feed your mind']"
62,80,60,80,['Child is very Inteligent']
5,50,50,61,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
62,84,48,88,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,50,53,5,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
50,44,50,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,38,56,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,56,42,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
56,86,44,76,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,54,40,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
60,60,44,92,"['Practice, the more  you read the better reader you become, do feed your mind']"
80,54,32,78,"['Practice, the more  you read the better reader you become, do feed your mind']"
74,64,36,82,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,54,52,34,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
62,72,10,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
60,64,48,74,"['Practice, the more  you read the better reader you become, do feed your mind']"
52,80,22,80,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,52,12,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
26,28,2,32,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
94,90,100,98,['Child is very Inteligent']
98,80,92,96,['Child is very Inteligent']
72,74,92,96,['Child is very Inteligent']
94,90,62,98,['Child is very Inteligent']
50,40,55,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
45,54,50,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
40,50,52,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
82,76,52,96,['Child is very Inteligent']
76,82,58,98,['Child is very Inteligent']
84,70,42,88,"['Practice, the more  you read the better reader you become, do feed your mind']"
51,50,45,41,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
52,45,50,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
80,82,60,88,['Child is very Inteligent']
62,40,56,40,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time']"
74,72,48,94,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,45,52,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
37,50,38,56,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
66,68,16,90,"['Practice, the more  you read the better reader you become, do feed your mind']"
55,38,40,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
41,54,54,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
52,60,52,58,['Child is very Inteligent']
51,54,40,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
62,65,62,20,['Play mathematical games so that you can have fun and learn at the same time']
94,90,94,98,['Child is very Inteligent']
94,90,90,98,['Child is very Inteligent']
98,80,90,96,['Child is very Inteligent']
82,76,90,96,['Child is very Inteligent']
82,80,92,98,['Child is very Inteligent']
90,90,90,90,['Child is very Inteligent']
84,70,88,88,['Child is very Inteligent']
72,74,92,96,['Child is very Inteligent']
53,52,42,41,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
74,72,86,94,['Child is very Inteligent']
78,76,90,90,['Child is very Inteligent']
72,70,90,96,['Child is very Inteligent']
66,82,92,86,['Child is very Inteligent']
80,82,72,88,['Child is very Inteligent']
62,74,90,94,['Child is very Inteligent']
51,52,50,45,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
51,49,38,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,45,50,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
82,38,82,84,['Practice wide and wild reading to improve vocabulary']
72,54,82,80,['Child is very Inteligent']
52,60,64,58,['Child is very Inteligent']
68,54,64,72,['Child is very Inteligent']
62,52,54,78,['Child is very Inteligent']
45,50,50,54,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,54,51,37,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
80,45,42,96,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,54,14,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
84,82,54,96,['Child is very Inteligent']
92,66,56,94,['Child is very Inteligent']
41,50,51,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
80,80,56,94,['Child is very Inteligent']
84,64,64,90,['Child is very Inteligent']
57,51,36,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
33,38,50,55,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
49,50,50,39,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
58,58,64,92,['Child is very Inteligent']
53,50,39,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
76,76,28,98,"['Practice, the more  you read the better reader you become, do feed your mind']"
70,74,40,82,"['Practice, the more  you read the better reader you become, do feed your mind']"
80,62,50,76,['Child is inteligent but needs help from guidane also']
68,52,52,68,['Child is very Inteligent']
76,64,22,84,"['Practice, the more  you read the better reader you become, do feed your mind']"
64,48,18,60,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,62,22,58,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
64,36,20,64,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
32,38,38,62,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
46,8,8,28,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
74,80,60,55,['Child is very Inteligent']
28,16,10,20,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
46,10,2,16,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
22,4,10,2,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
45,50,55,31,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
58,37,42,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,36,50,37,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
38,40,56,55,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary']"
50,82,78,96,['Child is inteligent but needs help from guidane also']
70,72,50,92,['Child is inteligent but needs help from guidane also']
64,38,50,45,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
74,72,42,82,"['Practice, the more  you read the better reader you become, do feed your mind']"
66,84,84,62,['Child is very Inteligent']
50,47,45,32,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
72,39,37,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,38,50,58,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,66,28,70,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,60,54,32,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
50,82,24,76,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,66,80,50,['Child is inteligent but needs help from guidane also']
52,66,38,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
50,72,69,50,['Child is inteligent but needs help from guidane also']
58,36,36,52,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
64,50,28,52,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
32,60,26,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
46,52,26,58,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
30,50,54,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
46,36,14,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
40,62,78,54,"['Practice, the more  you read the better reader you become, do feed your mind']"
65,87,69,85,['Child is very Inteligent']
76,88,82,90,['Child is very Inteligent']
50,50,41,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
84,62,76,78,['Child is very Inteligent']
45,40,44,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,40,56,41,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
84,78,36,92,"['Practice, the more  you read the better reader you become, do feed your mind']"
58,38,48,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
51,50,58,85,['Child is inteligent but needs help from guidane also']
76,52,30,31,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
30,50,58,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
60,30,52,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,66,46,82,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
52,46,34,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
62,48,16,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
28,88,14,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
36,62,22,68,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
60,36,32,42,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
52,70,12,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
34,52,22,66,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
22,38,4,76,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
32,62,16,48,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
50,52,2,32,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
100,90,80,94,['Child is very Inteligent']
100,86,82,86,['Child is very Inteligent']
60,96,76,96,['Child is very Inteligent']
56,38,52,45,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time']"
45,35,35,55,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,51,47,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
41,38,39,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
80,84,86,92,['Child is very Inteligent']
86,90,50,98,['Child is inteligent but needs help from guidane also']
68,60,18,41,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
36,41,54,64,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary']"
50,8,30,45,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
50,72,36,82,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
60,60,8,84,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,76,12,80,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
32,60,36,70,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
40,38,40,62,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
54,50,78,56,['Child is inteligent but needs help from guidane also']
50,50,66,64,['Child is inteligent but needs help from guidane also']
51,50,77,65,['Child is inteligent but needs help from guidane also']
26,32,2,20,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
50,50,58,60,['Child is inteligent but needs help from guidane also']
44,56,50,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
65,78,85,50,['Child is inteligent but needs help from guidane also']
50,62,56,58,['Child is inteligent but needs help from guidane also']
45,41,36,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
58,65,70,50,['Child is inteligent but needs help from guidane also']
51,50,58,85,['Child is inteligent but needs help from guidane also']
76,52,30,31,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
85,50,58,52,['Child is inteligent but needs help from guidane also']
60,70,52,50,['Child is inteligent but needs help from guidane also']
50,66,46,82,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
52,74,65,75,['Child is very Inteligent']
62,74,60,50,['Child is inteligent but needs help from guidane also']
65,88,66,50,['Child is inteligent but needs help from guidane also']
36,62,22,68,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
51,36,32,42,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
52,70,12,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
55,52,75,66,['Child is very Inteligent']
22,38,4,76,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,62,55,75,['Child is inteligent but needs help from guidane also']
50,52,77,56,['Child is inteligent but needs help from guidane also']
52,70,71,50,['Child is inteligent but needs help from guidane also']
34,52,22,66,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
22,50,87,76,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
32,62,77,52,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,52,68,57,['Child is inteligent but needs help from guidane also']
67,52,55,66,['Child is very Inteligent']
